dataset,model,MASE,WQL,ECE
dominick,amazon/chronos-t5-small,1.2662669649968366,0.397720241768377,0.15863960981369019
m4_quarterly,amazon/chronos-t5-small,1.6988278052774968,0.13907051545091995,0.08139900863170624
m4_yearly,amazon/chronos-t5-small,3.9469726442187856,0.1294743455393309,0.0879213884472847
m5,amazon/chronos-t5-small,0.9612355376187927,0.7508919662212067,0.0912991464138031
