dataset,model,MASE,WQL,ECE
ETTh,amazon/chronos-t5-small,0.8358979456447589,0.08239867391755944,0.125837042927742
ETTm,amazon/chronos-t5-small,0.8495842894936129,0.06870541216712236,0.1462983638048172
dominick,amazon/chronos-t5-small,1.620966317836046,0.5986266244645512,0.29896923899650574
ercot,amazon/chronos-t5-small,0.5638594165163345,0.021317320306098748,0.1551106572151184
exchange_rate,amazon/chronos-t5-small,2.2024483249756,0.015036284554436131,0.18893231451511383
m4_quarterly,amazon/chronos-t5-small,1.481069267297587,0.1000649320514447,0.10486311465501785
m4_yearly,amazon/chronos-t5-small,4.248796824596656,0.16219615733168313,0.1047866940498352
monash_australian_electricity,amazon/chronos-t5-small,1.132893409276915,0.07432745711516585,0.29414060711860657
monash_car_parts,amazon/chronos-t5-small,2.2192974895138895,2.2378510910104783,0.2806530296802521
monash_cif_2016,amazon/chronos-t5-small,1.1263651045869592,0.020838102654316383,0.0881076380610466
monash_covid_deaths,amazon/chronos-t5-small,46.833489542860605,0.08429751153376916,0.14982376992702484
monash_fred_md,amazon/chronos-t5-small,0.578345811092152,0.020893647883383534,0.14021125435829163
monash_hospital,amazon/chronos-t5-small,0.8843292478642832,0.06547931271520022,0.06982357800006866
monash_m1_monthly,amazon/chronos-t5-small,1.3205002020757646,0.1496390448555349,0.09652721136808395
monash_m1_quarterly,amazon/chronos-t5-small,2.0291846347728297,0.1194435045198454,0.10837439447641373
monash_m1_yearly,amazon/chronos-t5-small,5.063543855545481,0.17415231820829125,0.0970303863286972
monash_m3_monthly,amazon/chronos-t5-small,1.0365853030252425,0.11612506629531512,0.1118515133857727
monash_m3_quarterly,amazon/chronos-t5-small,1.5259645294823363,0.09807733158945692,0.10278190672397614
monash_m3_yearly,amazon/chronos-t5-small,3.7541173672960153,0.1820874532645343,0.09802164882421494
monash_nn5_weekly,amazon/chronos-t5-small,0.9487876335567297,0.09002875735752296,0.08294622600078583
monash_tourism_monthly,amazon/chronos-t5-small,2.018172779470181,0.12626784154027237,0.08648180961608887
monash_tourism_quarterly,amazon/chronos-t5-small,1.918371054521002,0.09119843403309585,0.0907219722867012
monash_tourism_yearly,amazon/chronos-t5-small,3.978720801205682,0.20184607287994952,0.09194015711545944
monash_traffic,amazon/chronos-t5-small,0.8017468839037127,0.24111554225889004,0.09588439017534256
monash_weather,amazon/chronos-t5-small,1.0199162796144836,0.17000966627171998,0.10625450313091278
nn5,amazon/chronos-t5-small,0.6599478454257341,0.18385454266694795,0.0837053507566452
