dataset,model,MASE,WQL,ECE
ETTh,amazon/chronos-t5-small,0.8037481008094851,0.08337434459706,0.0432942695915699
ETTm,amazon/chronos-t5-small,0.8935398936598924,0.07276631729331684,0.0540364570915699
dominick,amazon/chronos-t5-small,3.314742539010018,0.9507695240402152,0.5322378277778625
ercot,amazon/chronos-t5-small,0.5874534821437216,0.025531040824440167,0.0671793594956398
exchange_rate,amazon/chronos-t5-small,2.3851532549893886,0.017399643095221864,0.02698567695915699
m4_quarterly,amazon/chronos-t5-small,1.4888595413708143,0.09890936428646019,0.03746866434812546
m4_yearly,amazon/chronos-t5-small,4.269738846989793,0.15995652324463625,0.04733226075768471
monash_australian_electricity,amazon/chronos-t5-small,1.1516088128625561,0.07223807679347236,0.13434243202209473
monash_car_parts,amazon/chronos-t5-small,3.331649115127638,3.524231422796894,0.46380001306533813
monash_cif_2016,amazon/chronos-t5-small,1.1062028639925725,0.02339320967836915,0.030535662546753883
monash_covid_deaths,amazon/chronos-t5-small,47.649797719044685,0.10660166458290637,0.28283989429473877
monash_fred_md,amazon/chronos-t5-small,0.6320286300670325,0.04437579442630193,0.0557401143014431
monash_hospital,amazon/chronos-t5-small,0.8881598500871603,0.06584720828367312,0.023636972531676292
monash_m1_monthly,amazon/chronos-t5-small,1.3243261084317557,0.1450921783558733,0.042302586138248444
monash_m1_quarterly,amazon/chronos-t5-small,2.017794149875059,0.10296609814700525,0.04473426565527916
monash_m1_yearly,amazon/chronos-t5-small,5.146987094402608,0.17372377158789679,0.042407628148794174
monash_m3_monthly,amazon/chronos-t5-small,1.0451724551432227,0.11519589635257536,0.03976551443338394
monash_m3_quarterly,amazon/chronos-t5-small,1.5507864830715459,0.09434116254098353,0.0370744988322258
monash_m3_yearly,amazon/chronos-t5-small,3.8323800577125633,0.1887537554771904,0.04398215189576149
monash_nn5_weekly,amazon/chronos-t5-small,0.9699334300901328,0.09014509587470296,0.03534100577235222
monash_tourism_monthly,amazon/chronos-t5-small,2.0143534938588554,0.12066293572431211,0.04171024635434151
monash_tourism_quarterly,amazon/chronos-t5-small,1.882471387465683,0.07693121407420114,0.04200133681297302
monash_tourism_yearly,amazon/chronos-t5-small,4.089950815460344,0.18908663228032427,0.04949173703789711
monash_traffic,amazon/chronos-t5-small,0.761542844530471,0.22315753574011785,0.044342584908008575
monash_weather,amazon/chronos-t5-small,1.1068665966649691,0.18020322220146268,0.10087122768163681
nn5,amazon/chronos-t5-small,0.6443020019475479,0.17674729180880586,0.04152338579297066
